run_date,data_through,city,mode,forecast_date,horizon,target,model,prediction,unit
2026-07-02,2026-07-02,mumbai,univariate,2026-07-05,3,RH2m,ensemble,87.525,%
2026-07-02,2026-07-02,mumbai,univariate,2026-07-05,3,PRmsl,hqnn,100427.078,Pa
2026-07-02,2026-07-02,mumbai,univariate,2026-07-05,3,PRmsl,ensemble,100427.078,Pa
2026-07-02,2026-07-02,mumbai,univariate,2026-07-06,4,TMP2m,hqnn,25.973,°C
2026-07-02,2026-07-02,mumbai,univariate,2026-07-06,4,TMP2m,ensemble,25.973,°C
2026-07-02,2026-07-02,mumbai,univariate,2026-07-06,4,RH2m,hqnn,89.17,%
2026-07-02,2026-07-02,mumbai,univariate,2026-07-06,4,RH2m,ensemble,89.17,%
2026-07-02,2026-07-02,mumbai,univariate,2026-07-06,4,PRmsl,hqnn,100554.242,Pa
2026-07-02,2026-07-02,mumbai,univariate,2026-07-06,4,PRmsl,ensemble,100554.242,Pa
2026-07-02,2026-07-02,mumbai,univariate,2026-07-07,5,TMP2m,hqnn,26.498,°C
2026-07-02,2026-07-02,mumbai,univariate,2026-07-07,5,TMP2m,ensemble,26.498,°C
2026-07-02,2026-07-02,mumbai,univariate,2026-07-07,5,RH2m,hqnn,88.41,%
2026-07-02,2026-07-02,mumbai,univariate,2026-07-07,5,RH2m,ensemble,88.41,%
2026-07-02,2026-07-02,mumbai,univariate,2026-07-07,5,PRmsl,hqnn,100411.016,Pa
2026-07-02,2026-07-02,mumbai,univariate,2026-07-07,5,PRmsl,ensemble,100411.016,Pa
