run_date,data_through,mode,forecast_date,horizon,target,model,prediction,unit
2026-06-28,2026-06-28,multivariate,2026-06-29,1,PRmsl,ensemble,468979.344,Pa
2026-06-28,2026-06-28,multivariate,2026-06-30,2,TMP2m,hqnn,-1926.286,°C
2026-06-28,2026-06-28,multivariate,2026-06-30,2,TMP2m,ensemble,-1926.286,°C
2026-06-28,2026-06-28,multivariate,2026-06-30,2,RH2m,hqnn,28.361,%
2026-06-28,2026-06-28,multivariate,2026-06-30,2,RH2m,ensemble,28.361,%
2026-06-28,2026-06-28,multivariate,2026-06-30,2,PRmsl,hqnn,469461.594,Pa
2026-06-28,2026-06-28,multivariate,2026-06-30,2,PRmsl,ensemble,469461.594,Pa
2026-06-28,2026-06-28,multivariate,2026-07-01,3,TMP2m,hqnn,-1926.97,°C
2026-06-28,2026-06-28,multivariate,2026-07-01,3,TMP2m,ensemble,-1926.97,°C
2026-06-28,2026-06-28,multivariate,2026-07-01,3,RH2m,hqnn,28.358,%
2026-06-28,2026-06-28,multivariate,2026-07-01,3,RH2m,ensemble,28.358,%
2026-06-28,2026-06-28,multivariate,2026-07-01,3,PRmsl,hqnn,469435.344,Pa
2026-06-28,2026-06-28,multivariate,2026-07-01,3,PRmsl,ensemble,469435.344,Pa
2026-06-28,2026-06-28,multivariate,2026-07-02,4,TMP2m,hqnn,-1926.447,°C
2026-06-28,2026-06-28,multivariate,2026-07-02,4,TMP2m,ensemble,-1926.447,°C
2026-06-28,2026-06-28,multivariate,2026-07-02,4,RH2m,hqnn,28.332,%
2026-06-28,2026-06-28,multivariate,2026-07-02,4,RH2m,ensemble,28.332,%
2026-06-28,2026-06-28,multivariate,2026-07-02,4,PRmsl,hqnn,469443.219,Pa
2026-06-28,2026-06-28,multivariate,2026-07-02,4,PRmsl,ensemble,469443.219,Pa
2026-06-28,2026-06-28,multivariate,2026-07-03,5,TMP2m,hqnn,-1925.949,°C
2026-06-28,2026-06-28,multivariate,2026-07-03,5,TMP2m,ensemble,-1925.949,°C
2026-06-28,2026-06-28,multivariate,2026-07-03,5,RH2m,hqnn,28.322,%
2026-06-28,2026-06-28,multivariate,2026-07-03,5,RH2m,ensemble,28.322,%
2026-06-28,2026-06-28,multivariate,2026-07-03,5,PRmsl,hqnn,469458.719,Pa
2026-06-28,2026-06-28,multivariate,2026-07-03,5,PRmsl,ensemble,469458.719,Pa
2026-06-29,2026-06-29,multivariate,2026-06-30,1,TMP2m,lstm,34.955,°C
2026-06-29,2026-06-29,multivariate,2026-06-30,1,TMP2m,qlstm,34.454,°C
2026-06-29,2026-06-29,multivariate,2026-06-30,1,TMP2m,gru,34.157,°C
2026-06-29,2026-06-29,multivariate,2026-06-30,1,TMP2m,qgru,33.633,°C
2026-06-29,2026-06-29,multivariate,2026-06-30,1,TMP2m,ann,34.895,°C
2026-06-29,2026-06-29,multivariate,2026-06-30,1,TMP2m,hqnn,34.822,°C
2026-06-29,2026-06-29,multivariate,2026-06-30,1,TMP2m,ensemble,34.486,°C
2026-06-29,2026-06-29,multivariate,2026-06-30,1,RH2m,lstm,49.843,%
2026-06-29,2026-06-29,multivariate,2026-06-30,1,RH2m,qlstm,50.592,%
2026-06-29,2026-06-29,multivariate,2026-06-30,1,RH2m,gru,47.454,%
2026-06-29,2026-06-29,multivariate,2026-06-30,1,RH2m,qgru,52.446,%
2026-06-29,2026-06-29,multivariate,2026-06-30,1,RH2m,ann,54.668,%
2026-06-29,2026-06-29,multivariate,2026-06-30,1,RH2m,hqnn,55.085,%
2026-06-29,2026-06-29,multivariate,2026-06-30,1,RH2m,ensemble,51.682,%
2026-06-29,2026-06-29,multivariate,2026-06-30,1,PRmsl,lstm,99681.008,Pa
2026-06-29,2026-06-29,multivariate,2026-06-30,1,PRmsl,qlstm,99688.07,Pa
2026-06-29,2026-06-29,multivariate,2026-06-30,1,PRmsl,gru,99714.094,Pa
2026-06-29,2026-06-29,multivariate,2026-06-30,1,PRmsl,qgru,99743.18,Pa
2026-06-29,2026-06-29,multivariate,2026-06-30,1,PRmsl,ann,99580.234,Pa
2026-06-29,2026-06-29,multivariate,2026-06-30,1,PRmsl,hqnn,99673.008,Pa
2026-06-29,2026-06-29,multivariate,2026-06-30,1,PRmsl,ensemble,99679.932,Pa
2026-06-29,2026-06-29,multivariate,2026-07-01,2,TMP2m,lstm,32.787,°C
2026-06-29,2026-06-29,multivariate,2026-07-01,2,TMP2m,qlstm,32.532,°C
2026-06-29,2026-06-29,multivariate,2026-07-01,2,TMP2m,gru,32.363,°C
2026-06-29,2026-06-29,multivariate,2026-07-01,2,TMP2m,qgru,31.63,°C
2026-06-29,2026-06-29,multivariate,2026-07-01,2,TMP2m,ann,32.948,°C
2026-06-29,2026-06-29,multivariate,2026-07-01,2,TMP2m,hqnn,33.579,°C
2026-06-29,2026-06-29,multivariate,2026-07-01,2,TMP2m,ensemble,32.64,°C
2026-06-29,2026-06-29,multivariate,2026-07-01,2,RH2m,lstm,52.75,%
2026-06-29,2026-06-29,multivariate,2026-07-01,2,RH2m,qlstm,56.207,%
2026-06-29,2026-06-29,multivariate,2026-07-01,2,RH2m,gru,51.2,%
2026-06-29,2026-06-29,multivariate,2026-07-01,2,RH2m,qgru,56.51,%
2026-06-29,2026-06-29,multivariate,2026-07-01,2,RH2m,ann,55.449,%
2026-06-29,2026-06-29,multivariate,2026-07-01,2,RH2m,hqnn,57.525,%
2026-06-29,2026-06-29,multivariate,2026-07-01,2,RH2m,ensemble,54.94,%
2026-06-29,2026-06-29,multivariate,2026-07-01,2,PRmsl,lstm,99733.758,Pa
2026-06-29,2026-06-29,multivariate,2026-07-01,2,PRmsl,qlstm,99796.617,Pa
2026-06-29,2026-06-29,multivariate,2026-07-01,2,PRmsl,gru,99794.375,Pa
2026-06-29,2026-06-29,multivariate,2026-07-01,2,PRmsl,qgru,99819.898,Pa
2026-06-29,2026-06-29,multivariate,2026-07-01,2,PRmsl,ann,99648.93,Pa
2026-06-29,2026-06-29,multivariate,2026-07-01,2,PRmsl,hqnn,99751.438,Pa
2026-06-29,2026-06-29,multivariate,2026-07-01,2,PRmsl,ensemble,99757.503,Pa
2026-06-29,2026-06-29,multivariate,2026-07-02,3,TMP2m,lstm,32.554,°C
2026-06-29,2026-06-29,multivariate,2026-07-02,3,TMP2m,qlstm,31.92,°C
2026-06-29,2026-06-29,multivariate,2026-07-02,3,TMP2m,gru,32.488,°C
2026-06-29,2026-06-29,multivariate,2026-07-02,3,TMP2m,qgru,31.15,°C
2026-06-29,2026-06-29,multivariate,2026-07-02,3,TMP2m,ann,31.531,°C
2026-06-29,2026-06-29,multivariate,2026-07-02,3,TMP2m,hqnn,32.288,°C
2026-06-29,2026-06-29,multivariate,2026-07-02,3,TMP2m,ensemble,31.988,°C
2026-06-29,2026-06-29,multivariate,2026-07-02,3,RH2m,lstm,53.705,%
2026-06-29,2026-06-29,multivariate,2026-07-02,3,RH2m,qlstm,57.707,%
2026-06-29,2026-06-29,multivariate,2026-07-02,3,RH2m,gru,53.771,%
2026-06-29,2026-06-29,multivariate,2026-07-02,3,RH2m,qgru,58.055,%
2026-06-29,2026-06-29,multivariate,2026-07-02,3,RH2m,ann,55.289,%
2026-06-29,2026-06-29,multivariate,2026-07-02,3,RH2m,hqnn,57.78,%
2026-06-29,2026-06-29,multivariate,2026-07-02,3,RH2m,ensemble,56.051,%
2026-06-29,2026-06-29,multivariate,2026-07-02,3,PRmsl,lstm,99778.789,Pa
2026-06-29,2026-06-29,multivariate,2026-07-02,3,PRmsl,qlstm,99786.594,Pa
2026-06-29,2026-06-29,multivariate,2026-07-02,3,PRmsl,gru,99780.203,Pa
2026-06-29,2026-06-29,multivariate,2026-07-02,3,PRmsl,qgru,99875.227,Pa
2026-06-29,2026-06-29,multivariate,2026-07-02,3,PRmsl,ann,99709.312,Pa
2026-06-29,2026-06-29,multivariate,2026-07-02,3,PRmsl,hqnn,99829.281,Pa
2026-06-29,2026-06-29,multivariate,2026-07-02,3,PRmsl,ensemble,99793.234,Pa
2026-06-29,2026-06-29,multivariate,2026-07-03,4,TMP2m,lstm,32.107,°C
2026-06-29,2026-06-29,multivariate,2026-07-03,4,TMP2m,qlstm,30.826,°C
2026-06-29,2026-06-29,multivariate,2026-07-03,4,TMP2m,gru,32.217,°C
2026-06-29,2026-06-29,multivariate,2026-07-03,4,TMP2m,qgru,31.126,°C
2026-06-29,2026-06-29,multivariate,2026-07-03,4,TMP2m,ann,31.186,°C
2026-06-29,2026-06-29,multivariate,2026-07-03,4,TMP2m,hqnn,31.969,°C
2026-06-29,2026-06-29,multivariate,2026-07-03,4,TMP2m,ensemble,31.572,°C
2026-06-29,2026-06-29,multivariate,2026-07-03,4,RH2m,lstm,54.878,%
2026-06-29,2026-06-29,multivariate,2026-07-03,4,RH2m,qlstm,58.096,%
2026-06-29,2026-06-29,multivariate,2026-07-03,4,RH2m,gru,53.436,%
2026-06-29,2026-06-29,multivariate,2026-07-03,4,RH2m,qgru,56.336,%
2026-06-29,2026-06-29,multivariate,2026-07-03,4,RH2m,ann,58.187,%
2026-06-29,2026-06-29,multivariate,2026-07-03,4,RH2m,hqnn,58.427,%
2026-06-29,2026-06-29,multivariate,2026-07-03,4,RH2m,ensemble,56.56,%
2026-06-29,2026-06-29,multivariate,2026-07-03,4,PRmsl,lstm,99826.867,Pa
2026-06-29,2026-06-29,multivariate,2026-07-03,4,PRmsl,qlstm,99825.453,Pa
2026-06-29,2026-06-29,multivariate,2026-07-03,4,PRmsl,gru,99883.68,Pa
2026-06-29,2026-06-29,multivariate,2026-07-03,4,PRmsl,qgru,99982.789,Pa
2026-06-29,2026-06-29,multivariate,2026-07-03,4,PRmsl,ann,99700.969,Pa
2026-06-29,2026-06-29,multivariate,2026-07-03,4,PRmsl,hqnn,99795.258,Pa
2026-06-29,2026-06-29,multivariate,2026-07-03,4,PRmsl,ensemble,99835.836,Pa
2026-06-29,2026-06-29,multivariate,2026-07-04,5,TMP2m,lstm,32.323,°C
2026-06-29,2026-06-29,multivariate,2026-07-04,5,TMP2m,qlstm,31.471,°C
2026-06-29,2026-06-29,multivariate,2026-07-04,5,TMP2m,gru,33.243,°C
2026-06-29,2026-06-29,multivariate,2026-07-04,5,TMP2m,qgru,31.427,°C
2026-06-29,2026-06-29,multivariate,2026-07-04,5,TMP2m,ann,31.267,°C
2026-06-29,2026-06-29,multivariate,2026-07-04,5,TMP2m,hqnn,32.096,°C
2026-06-29,2026-06-29,multivariate,2026-07-04,5,TMP2m,ensemble,31.971,°C
2026-06-29,2026-06-29,multivariate,2026-07-04,5,RH2m,lstm,54.168,%
2026-06-29,2026-06-29,multivariate,2026-07-04,5,RH2m,qlstm,58.08,%
2026-06-29,2026-06-29,multivariate,2026-07-04,5,RH2m,gru,54.001,%
2026-06-29,2026-06-29,multivariate,2026-07-04,5,RH2m,qgru,55.345,%
2026-06-29,2026-06-29,multivariate,2026-07-04,5,RH2m,ann,57.71,%
2026-06-29,2026-06-29,multivariate,2026-07-04,5,RH2m,hqnn,58.613,%
2026-06-29,2026-06-29,multivariate,2026-07-04,5,RH2m,ensemble,56.32,%
2026-06-29,2026-06-29,multivariate,2026-07-04,5,PRmsl,lstm,99758.266,Pa
2026-06-29,2026-06-29,multivariate,2026-07-04,5,PRmsl,qlstm,99760.688,Pa
2026-06-29,2026-06-29,multivariate,2026-07-04,5,PRmsl,gru,99773.273,Pa
2026-06-29,2026-06-29,multivariate,2026-07-04,5,PRmsl,qgru,99886.766,Pa
2026-06-29,2026-06-29,multivariate,2026-07-04,5,PRmsl,ann,99625.281,Pa
2026-06-29,2026-06-29,multivariate,2026-07-04,5,PRmsl,hqnn,99784.156,Pa
2026-06-29,2026-06-29,multivariate,2026-07-04,5,PRmsl,ensemble,99764.738,Pa
2026-06-29,2026-06-29,univariate,2026-06-30,1,TMP2m,lstm,34.514,°C
2026-06-29,2026-06-29,univariate,2026-06-30,1,TMP2m,qlstm,34.37,°C
2026-06-29,2026-06-29,univariate,2026-06-30,1,TMP2m,gru,33.926,°C
2026-06-29,2026-06-29,univariate,2026-06-30,1,TMP2m,qgru,35.031,°C
2026-06-29,2026-06-29,univariate,2026-06-30,1,TMP2m,ann,34.6,°C
2026-06-29,2026-06-29,univariate,2026-06-30,1,TMP2m,hqnn,34.632,°C
2026-06-29,2026-06-29,univariate,2026-06-30,1,TMP2m,ensemble,34.512,°C
2026-06-29,2026-06-29,univariate,2026-06-30,1,RH2m,lstm,36.381,%
2026-06-29,2026-06-29,univariate,2026-06-30,1,RH2m,qlstm,42.397,%
2026-06-29,2026-06-29,univariate,2026-06-30,1,RH2m,gru,28.104,%
2026-06-29,2026-06-29,univariate,2026-06-30,1,RH2m,qgru,48.966,%
2026-06-29,2026-06-29,univariate,2026-06-30,1,RH2m,ann,40.042,%
2026-06-29,2026-06-29,univariate,2026-06-30,1,RH2m,hqnn,47.965,%
2026-06-29,2026-06-29,univariate,2026-06-30,1,RH2m,ensemble,40.643,%
2026-06-29,2026-06-29,univariate,2026-06-30,1,PRmsl,lstm,99930.094,Pa
2026-06-29,2026-06-29,univariate,2026-06-30,1,PRmsl,qlstm,99940.586,Pa
2026-06-29,2026-06-29,univariate,2026-06-30,1,PRmsl,gru,99855.047,Pa
2026-06-29,2026-06-29,univariate,2026-06-30,1,PRmsl,qgru,99725.586,Pa
2026-06-29,2026-06-29,univariate,2026-06-30,1,PRmsl,ann,99833.633,Pa
2026-06-29,2026-06-29,univariate,2026-06-30,1,PRmsl,hqnn,99877.062,Pa
2026-06-29,2026-06-29,univariate,2026-06-30,1,PRmsl,ensemble,99860.335,Pa
2026-06-29,2026-06-29,univariate,2026-07-01,2,TMP2m,lstm,35.27,°C
2026-06-29,2026-06-29,univariate,2026-07-01,2,TMP2m,qlstm,35.326,°C
2026-06-29,2026-06-29,univariate,2026-07-01,2,TMP2m,gru,34.893,°C
2026-06-29,2026-06-29,univariate,2026-07-01,2,TMP2m,qgru,35.384,°C
2026-06-29,2026-06-29,univariate,2026-07-01,2,TMP2m,ann,35.04,°C
2026-06-29,2026-06-29,univariate,2026-07-01,2,TMP2m,hqnn,35.319,°C
2026-06-29,2026-06-29,univariate,2026-07-01,2,TMP2m,ensemble,35.205,°C
2026-06-29,2026-06-29,univariate,2026-07-01,2,RH2m,lstm,34.931,%
2026-06-29,2026-06-29,univariate,2026-07-01,2,RH2m,qlstm,40.303,%
2026-06-29,2026-06-29,univariate,2026-07-01,2,RH2m,gru,26.419,%
2026-06-29,2026-06-29,univariate,2026-07-01,2,RH2m,qgru,47.424,%
2026-06-29,2026-06-29,univariate,2026-07-01,2,RH2m,ann,38.698,%
2026-06-29,2026-06-29,univariate,2026-07-01,2,RH2m,hqnn,46.079,%
2026-06-29,2026-06-29,univariate,2026-07-01,2,RH2m,ensemble,38.976,%
2026-06-29,2026-06-29,univariate,2026-07-01,2,PRmsl,lstm,99912.594,Pa
2026-06-29,2026-06-29,univariate,2026-07-01,2,PRmsl,qlstm,99915.211,Pa
2026-06-29,2026-06-29,univariate,2026-07-01,2,PRmsl,gru,99825.906,Pa
2026-06-29,2026-06-29,univariate,2026-07-01,2,PRmsl,qgru,99694.414,Pa
2026-06-29,2026-06-29,univariate,2026-07-01,2,PRmsl,ann,99799.422,Pa
2026-06-29,2026-06-29,univariate,2026-07-01,2,PRmsl,hqnn,99856.711,Pa
2026-06-29,2026-06-29,univariate,2026-07-01,2,PRmsl,ensemble,99834.043,Pa
2026-06-29,2026-06-29,univariate,2026-07-02,3,TMP2m,lstm,33.379,°C
2026-06-29,2026-06-29,univariate,2026-07-02,3,TMP2m,qlstm,32.742,°C
2026-06-29,2026-06-29,univariate,2026-07-02,3,TMP2m,gru,32.909,°C
2026-06-29,2026-06-29,univariate,2026-07-02,3,TMP2m,qgru,33.586,°C
2026-06-29,2026-06-29,univariate,2026-07-02,3,TMP2m,ann,32.84,°C
2026-06-29,2026-06-29,univariate,2026-07-02,3,TMP2m,hqnn,33.428,°C
2026-06-29,2026-06-29,univariate,2026-07-02,3,TMP2m,ensemble,33.147,°C
2026-06-29,2026-06-29,univariate,2026-07-02,3,RH2m,lstm,34.135,%
2026-06-29,2026-06-29,univariate,2026-07-02,3,RH2m,qlstm,39.292,%
2026-06-29,2026-06-29,univariate,2026-07-02,3,RH2m,gru,29.985,%
2026-06-29,2026-06-29,univariate,2026-07-02,3,RH2m,qgru,44.514,%
2026-06-29,2026-06-29,univariate,2026-07-02,3,RH2m,ann,37.936,%
2026-06-29,2026-06-29,univariate,2026-07-02,3,RH2m,hqnn,43.008,%
2026-06-29,2026-06-29,univariate,2026-07-02,3,RH2m,ensemble,38.145,%
2026-06-29,2026-06-29,univariate,2026-07-02,3,PRmsl,lstm,99841.109,Pa
2026-06-29,2026-06-29,univariate,2026-07-02,3,PRmsl,qlstm,99989.664,Pa
2026-06-29,2026-06-29,univariate,2026-07-02,3,PRmsl,gru,99789.609,Pa
2026-06-29,2026-06-29,univariate,2026-07-02,3,PRmsl,qgru,99714.641,Pa
2026-06-29,2026-06-29,univariate,2026-07-02,3,PRmsl,ann,99939.883,Pa
2026-06-29,2026-06-29,univariate,2026-07-02,3,PRmsl,hqnn,99971.445,Pa
2026-06-29,2026-06-29,univariate,2026-07-02,3,PRmsl,ensemble,99874.392,Pa
2026-06-29,2026-06-29,univariate,2026-07-03,4,TMP2m,lstm,34.289,°C
2026-06-29,2026-06-29,univariate,2026-07-03,4,TMP2m,qlstm,34.18,°C
2026-06-29,2026-06-29,univariate,2026-07-03,4,TMP2m,gru,33.729,°C
2026-06-29,2026-06-29,univariate,2026-07-03,4,TMP2m,qgru,33.869,°C
2026-06-29,2026-06-29,univariate,2026-07-03,4,TMP2m,ann,34.168,°C
2026-06-29,2026-06-29,univariate,2026-07-03,4,TMP2m,hqnn,34.661,°C
2026-06-29,2026-06-29,univariate,2026-07-03,4,TMP2m,ensemble,34.149,°C
2026-06-29,2026-06-29,univariate,2026-07-03,4,RH2m,lstm,35.716,%
2026-06-29,2026-06-29,univariate,2026-07-03,4,RH2m,qlstm,39.932,%
2026-06-29,2026-06-29,univariate,2026-07-03,4,RH2m,gru,35.32,%
2026-06-29,2026-06-29,univariate,2026-07-03,4,RH2m,qgru,43.68,%
2026-06-29,2026-06-29,univariate,2026-07-03,4,RH2m,ann,39.598,%
2026-06-29,2026-06-29,univariate,2026-07-03,4,RH2m,hqnn,42.371,%
2026-06-29,2026-06-29,univariate,2026-07-03,4,RH2m,ensemble,39.436,%
2026-06-29,2026-06-29,univariate,2026-07-03,4,PRmsl,lstm,99865.008,Pa
2026-06-29,2026-06-29,univariate,2026-07-03,4,PRmsl,qlstm,99919.531,Pa
2026-06-29,2026-06-29,univariate,2026-07-03,4,PRmsl,gru,99687.133,Pa
2026-06-29,2026-06-29,univariate,2026-07-03,4,PRmsl,qgru,99636.43,Pa
2026-06-29,2026-06-29,univariate,2026-07-03,4,PRmsl,ann,99817.555,Pa
2026-06-29,2026-06-29,univariate,2026-07-03,4,PRmsl,hqnn,99893.68,Pa
2026-06-29,2026-06-29,univariate,2026-07-03,4,PRmsl,ensemble,99803.223,Pa
2026-06-29,2026-06-29,univariate,2026-07-04,5,TMP2m,lstm,32.861,°C
2026-06-29,2026-06-29,univariate,2026-07-04,5,TMP2m,qlstm,32.58,°C
2026-06-29,2026-06-29,univariate,2026-07-04,5,TMP2m,gru,32.315,°C
2026-06-29,2026-06-29,univariate,2026-07-04,5,TMP2m,qgru,32.491,°C
2026-06-29,2026-06-29,univariate,2026-07-04,5,TMP2m,ann,32.499,°C
2026-06-29,2026-06-29,univariate,2026-07-04,5,TMP2m,hqnn,33.134,°C
2026-06-29,2026-06-29,univariate,2026-07-04,5,TMP2m,ensemble,32.647,°C
2026-06-29,2026-06-29,univariate,2026-07-04,5,RH2m,lstm,39.348,%
2026-06-29,2026-06-29,univariate,2026-07-04,5,RH2m,qlstm,40.116,%
2026-06-29,2026-06-29,univariate,2026-07-04,5,RH2m,gru,37.645,%
2026-06-29,2026-06-29,univariate,2026-07-04,5,RH2m,qgru,43.156,%
2026-06-29,2026-06-29,univariate,2026-07-04,5,RH2m,ann,40.802,%
2026-06-29,2026-06-29,univariate,2026-07-04,5,RH2m,hqnn,41.907,%
2026-06-29,2026-06-29,univariate,2026-07-04,5,RH2m,ensemble,40.496,%
2026-06-29,2026-06-29,univariate,2026-07-04,5,PRmsl,lstm,99970.578,Pa
2026-06-29,2026-06-29,univariate,2026-07-04,5,PRmsl,qlstm,99949.062,Pa
2026-06-29,2026-06-29,univariate,2026-07-04,5,PRmsl,gru,99727.367,Pa
2026-06-29,2026-06-29,univariate,2026-07-04,5,PRmsl,qgru,99701.055,Pa
2026-06-29,2026-06-29,univariate,2026-07-04,5,PRmsl,ann,99841.125,Pa
2026-06-29,2026-06-29,univariate,2026-07-04,5,PRmsl,hqnn,99934.555,Pa
2026-06-29,2026-06-29,univariate,2026-07-04,5,PRmsl,ensemble,99853.957,Pa
